电影名,韦卓链接,百度链接,夸克链接,迅雷链接,其他链接
['都市传说 第一季 Urban Myths Season 1 (2017)'],http://www.weizhuos.cn/?p=5711,,,,
['高能少年团 1 - 2 季'],http://www.weizhuos.cn/?p=5712,第二季.视频：百度云盘  提取码: 9e7n https://pan.baidu.com/s/1McomBLK2awebRlAk8hCzhg,,,
['极地寒流 Arctic Blast\xa0(2010)'],http://www.weizhuos.cn/?p=5713,视频：百度云盘 提取码: zhuo   https://pan.baidu.com/s/1cRx_g3yMhbdz-eKysCnn7g?pwd=zhuo,,,
['低碳爱情 (2016)'],http://www.weizhuos.cn/?p=5714,视频：百度云盘 密码：yc77 http://pan.baidu.com/s/1pKQk06f,,,
"['纽约，我爱你 New York, I Love You (2009)']",http://www.weizhuos.cn/?p=5715,视频：百度云盘  密码: 33sa https://pan.baidu.com/s/1MOClVsHjjArSQ9l_XTVjSg,,,
['相见恨早 A Lot Like Love (2005)'],http://www.weizhuos.cn/?p=5716,视频：百度云盘 https://pan.baidu.com/s/1kV8XHrD,,,
['恶魔的孩子 Les diables (2002)'],http://www.weizhuos.cn/?p=5717,视频：百度云盘  https://pan.baidu.com/s/1dFCMhO1?fid=209992707470364,,,
['珍珠港 Pearl Harbor (2001)'],http://www.weizhuos.cn/?p=5718,视频：百度云盘  https://pan.baidu.com/s/1gfxAie3?fid=288820263195232,,,
['盗日者 太陽を盗んだ男 (1979)'],http://www.weizhuos.cn/?p=5719,TLF.D9内封中字视频：百度云盘  https://pan.baidu.com/s/1o8tqevg?fid=105432880030550,,,
['诡案组之魔影杀手 (2016)'],http://www.weizhuos.cn/?p=5720,视频：百度云盘  https://pan.baidu.com/s/1i5z5DGx?fid=403573797052326,,,
['杀出个黎明 From Dusk Till Dawn (1996)'],http://www.weizhuos.cn/?p=5721,视频：百度云盘 https://pan.baidu.com/s/1dF5J3Zb,,,
['秘密花园 시크릿 가든\xa0(2010)'],http://www.weizhuos.cn/?p=5722,视频：百度云盘 提取码：p22g https://pan.baidu.com/s/1B5ir7azhyJ99KRmcolDwqQ,,,
['当哈利离别霍格沃茨 When Harry Left Hogwarts (2011)'],http://www.weizhuos.cn/?p=5723,视频：百度云盘 密码：kmhm http://pan.baidu.com/s/1pL4S4C7,,,
['冒牌天神 Bruce Almighty  1 - 2'],http://www.weizhuos.cn/?p=5724,,,,
['破冰行动\xa0(2019)'],http://www.weizhuos.cn/?p=5725,,,视频：迅雷云盘 提取码：y7e8 https://pan.xunlei.com/s/VNQD0y1vIpc_AaEbnJ1yslFxA1?pwd=y7e8&origin=lilizj#,
['十分钟年华老去：小号篇 Ten Minutes Older: The Trumpet\xa0(2002)'],http://www.weizhuos.cn/?p=5726,视频：百度云盘 提取码: 4567  https://pan.baidu.com/s/155e8UMJydt5WoDlfD14Qvg?pwd=4567,,,
['最后的王 Birkebeinerne (2016)'],http://www.weizhuos.cn/?p=5727,视频：百度云盘  http://yun.baidu.com/s/1slcpzVR,,,
['与狼共舞 Dances with Wolves (1990)'],http://www.weizhuos.cn/?p=5728,视频：百度云盘 提取码: hari https://pan.baidu.com/s/1hY2qdTBnbC60LMU2DuHBrA,,,
['戴流苏耳环的少女 (2015)'],http://www.weizhuos.cn/?p=5729,视频：百度云盘 https://yun.baidu.com/s/1i4XgLjn,,,
['把爸爸借给你 아빠를 빌려드립니다 (2014)'],http://www.weizhuos.cn/?p=5730,视频：百度云盘  https://pan.baidu.com/s/1pLniyZh?fid=158271252600600,,,
['小飞象 Dumbo (1941)'],http://www.weizhuos.cn/?p=5731,英粤双语版视频：百度云盘  https://pan.baidu.com/share/link?shareid=559217&uk=154142095&fid=949625705,,,
['偷拐抢骗 Snatch (2000)'],http://www.weizhuos.cn/?p=5732,视频：百度云盘 提取码: 87tu https://pan.baidu.com/s/10VtUnG8_VKd6L51nYV0RVQ,,,
['小小的白色谎言 Les petits mouchoirs (2010)'],http://www.weizhuos.cn/?p=5733,视频：百度云盘  提取码: b4uq https://pan.baidu.com/s/1y-0g4dgOZ3GV1fyvk_KTsg,,,
['讲台深处 Beyond the Blackboard (2011)'],http://www.weizhuos.cn/?p=5734,普清内嵌视频：百度云盘  https://pan.baidu.com/share/link?shareid=482780&uk=1663226013&fid=2629452946,,,
['小戏骨：白蛇传 (2016)'],http://www.weizhuos.cn/?p=5735,视频：百度云盘 提取码: g33n https://pan.baidu.com/s/1yxpOYkWbV0EAqbjKLiaciA,,,
['澳门风云 賭城風雲  1 - 2'],http://www.weizhuos.cn/?p=5736,,,,
['怪盗山猫 怪盗 山猫\xa0(2016)'],http://www.weizhuos.cn/?p=5737,视频：百度云盘 https://pan.baidu.com/s/1gebV3Gn,,,
['碟形世界：魔法的色彩 The Colour of Magic (2008)'],http://www.weizhuos.cn/?p=5738,视频part2：百度云盘  https://pan.baidu.com/s/1gddMRAV?fid=468255968563110,,,
['红杏惊魂 Entre ses mains (2005)'],http://www.weizhuos.cn/?p=5739,,,,
['梦幻格林 Grimm (2003)'],http://www.weizhuos.cn/?p=5740,DVDrip视频+外挂中英字幕：百度云盘 密码：6ohy http://pan.baidu.com/s/1jIHKQ9o,,,[视频]Grimm.mkv magnet:?xt=urn:btih:B9F0BD7AE4459C0A0976D3AB71C6428FB899F2A2
['青空娘 (1957)'],http://www.weizhuos.cn/?p=5741,DVDRip视频：百度云盘  https://pan.baidu.com/s/1hrdle9e?fid=973172737316273,,,
['北方小镇奇谈 De Noorderlingen (1992)'],http://www.weizhuos.cn/?p=5742,视频+外挂中字：百度云盘 密码: xgik http://pan.baidu.com/s/1bp4yc2b,,,
['偷车 Stealing Cars (2015)'],http://www.weizhuos.cn/?p=5743,视频：百度云盘   密码: gdwb https://pan.baidu.com/s/1LWfgl5bOWRNMmZ7uRR-g6A,,,
['夺命裙 De jurk (1996)'],http://www.weizhuos.cn/?p=5744,DVDrip视频+外挂中字：百度云盘 https://pan.baidu.com/s/1gdLAsVp,,,[视频]De Jurk.mkv AD5EEC001CFD118EA3427AC6441AA7ED59E7B1BE
['冬荫功 ต้มยำกุ้ง  1 - 2'],http://www.weizhuos.cn/?p=5745,视频2：百度云盘  |  百度云盘 https://pan.baidu.com/s/1o6rNSnw https://yun.baidu.com/s/1pJwus6B,,,
['青春珊瑚岛 The Blue Lagoon (1980)'],http://www.weizhuos.cn/?p=5746,,,视频：迅雷云盘 提取码：yqxs https://pan.xunlei.com/s/VMqAn5_qtB0JAQ5J-ix1UsAIA1,
['蓝 Blue (1993)'],http://www.weizhuos.cn/?p=5747,视频：百度云盘 提取码: 6sd9 https://pan.baidu.com/s/1l-jIVnan6SpPue7lOnPLXw,,,
['13骇人游戏 13 Sins (2014)'],http://www.weizhuos.cn/?p=5748,,,视频：迅雷云盘 https://pan.xunlei.com/s/VNaLlCZUiIiKc3TPFZnfK9FWA1?pwd=fjag#,
['双旗镇刀客 (1991)'],http://www.weizhuos.cn/?p=5749,,,,
['失眠症 Insomnia (2002)'],http://www.weizhuos.cn/?p=5750,视频：百度云盘 密码：9g9z https://pan.baidu.com/s/1YYg71Vd3UrKqFvozcWHmAw,,,
['再见箱舟 さらば箱舟 (1984)'],http://www.weizhuos.cn/?p=5751,,,视频：迅雷云盘 提取码：3mp2 https://pan.xunlei.com/s/VMyTT62KNspuw0p--Yv-uH5mA1,
['迷离劫 Irma Vep\xa0(1996)'],http://www.weizhuos.cn/?p=5752,视频：百度云盘 提取码：aea6 https://pan.baidu.com/s/1kaGD9Flb-V5GbJk3vq4L5Q,,,
['资本主义：一个爱情故事 Capitalism: A Love Story (2009)'],http://www.weizhuos.cn/?p=5753,视频：百度云盘  https://pan.baidu.com/s/1sl2maTJ?fid=141884581309539,,,
['圣境预言书 The Celestine Prophecy (2006)'],http://www.weizhuos.cn/?p=5754,DVDRip视频：百度云盘   https://pan.baidu.com/s/1kVj69dd?fid=582872837502544,,,
['我们到底知道多少？ What the Bleep Do We Know!? (2004)'],http://www.weizhuos.cn/?p=5755,视频：百度云盘 提取码: xgsd https://pan.baidu.com/s/1YMuWU-VErbvOF5lz7l3Rrw,,,
['泽西男孩 Jersey Boys (2014)'],http://www.weizhuos.cn/?p=5756,视频：百度云盘    https://pan.baidu.com/s/1nuDdamX?fid=341053977685798,,,
['困在爱中 Stuck in Love (2012)'],http://www.weizhuos.cn/?p=5757,视频：百度云盘   https://pan.baidu.com/share/link?shareid=2110105174&uk=1493310364&fid=1057593321,,,
['神鬼奇谋 Who Is Cletis Tout? (2001)'],http://www.weizhuos.cn/?p=5758,,,视频：迅雷云盘 提取码：4u7s https://pan.xunlei.com/s/VMwL-TYwKXy3-iUWVFAQN1xwA1,
['琼斯的自由国度 Free State of Jones (2016)'],http://www.weizhuos.cn/?p=5759,视频：百度云盘   https://pan.baidu.com/s/1sl3s8W1?fid=715557343151528,,,
['红樱桃 (1995)'],http://www.weizhuos.cn/?p=5760,视频：百度云盘 提取码: t29e https://pan.baidu.com/s/1xCtEWoPtbfVlEuhE5KXZvA,,,
['花之武者 花よりもなほ (2006)'],http://www.weizhuos.cn/?p=5761,,,,
['鬼宿舍 เด็กหอ (2006)'],http://www.weizhuos.cn/?p=5762,视频：百度云盘 密码: iiwi https://pan.baidu.com/s/1veW_byjk5kENxo0iHeQ9Gg,,,
['名利场 Vanity Fair (2004)'],http://www.weizhuos.cn/?p=5763,视频：百度云盘  https://pan.baidu.com/s/1eQnYxA6?fid=749291039584283,,,
['隔世琴缘 은행나무 침대 (1996)'],http://www.weizhuos.cn/?p=5764,,,,
['军火女王 ヨルムンガンド\xa0(2012)'],http://www.weizhuos.cn/?p=5766,,,视频：迅雷云盘  https://pan.xunlei.com/s/VNLLxN2NirQ4j_BW5iYFLq2CA1?pwd=53eu#,
['刘三姐 (1960)'],http://www.weizhuos.cn/?p=5767,视频：百度云盘 提取码：pg32 https://pan.baidu.com/s/1AlujmHdUv6Bb8yVMG0A-Zw,,,
['为人师表 Stand and Deliver (1988)'],http://www.weizhuos.cn/?p=5768,视频：百度云盘  提取码: a1rn https://pan.baidu.com/s/1WmN_tvsQ2pz-iLqW2TRgKQ,,,
"[""新乌龙女校 St. Trinian's\xa0(2007)""]",http://www.weizhuos.cn/?p=5769,,,,
"['命运的捉弄 Ирония судьбы, или С лёгким паром!\xa0(1975)']",http://www.weizhuos.cn/?p=5770,视频：百度云盘 提取码：ehg9  https://pan.baidu.com/s/1pKBXBmz,,,
['小飞侠 Peter Pan (1953)'],http://www.weizhuos.cn/?p=5771,视频：百度云盘   密码: yc3q https://pan.baidu.com/s/1G0UAcyKUIbhIVtTb6H_OOw,,,
['同窗之爱 Another Country (1984)'],http://www.weizhuos.cn/?p=5772,,,视频：迅雷云盘 提取码：93ak https://pan.xunlei.com/s/VMi1zIx61R3Itmw9mTuzMEOZA1,
['杰克回家了 Jack Goes Home (2016)'],http://www.weizhuos.cn/?p=5773,视频：百度云盘  https://pan.baidu.com/s/1c7STbw?fid=208663453806542,,,
['轮回 Samsara (2011)'],http://www.weizhuos.cn/?p=5774,视频：百度云盘|百度云盘 https://pan.baidu.com/s/1sjBnUrj https://yun.baidu.com/s/1dDjczC1,,,
['前往并离开 Hin und weg (2014)'],http://www.weizhuos.cn/?p=5775,视频：百度云盘  https://pan.baidu.com/s/1min6ejI?fid=214841726444344,,,
['战略特勤组 Unthinkable (2010)'],http://www.weizhuos.cn/?p=5776,视频：百度云盘  https://pan.baidu.com/s/1i5PqMaT?fid=979374015302356,,,
"[""狮子王2：辛巴的荣耀 The Lion King II: Simba's Pride\xa0(1998)""]",http://www.weizhuos.cn/?p=5777,视频：百度云盘 提取码: 1t3y   https://pan.baidu.com/s/1qqn_82RxfLEDxtQSTlodAA,,,
['犯罪女王 범죄의 여왕 (2016)'],http://www.weizhuos.cn/?p=5778,视频：百度云盘  https://pan.baidu.com/s/1YKww23L0tuWvGtQWY6G0IQ?fid=71926980590931,,,
['安非他命 (2010)'],http://www.weizhuos.cn/?p=5779,,,视频：迅雷云盘 提取码：3s3w https://pan.xunlei.com/s/VMgfZCx1NyTqBoPVO_OKRq7kA1,
['逗爱熊仁镇 (2019)'],http://www.weizhuos.cn/?p=5780,视频：百度云盘 提取码: xh7c https://pan.baidu.com/s/1SXg-Ci66kc2C3CeEH4EJuQ,,,
['爱情真可怕 사랑이 무서워\xa0(2011)'],http://www.weizhuos.cn/?p=5781,视频：百度云盘 提取码：7d3p  https://pan.baidu.com/s/1UTLDlQedYyAeKn4XX1HkDg,,,
['暗金丑岛君 1 - 3 季 + 电影版'],http://www.weizhuos.cn/?p=5782,,,,
['蜻蜓之眼  Dragonfly Eyes  (2017)'],http://www.weizhuos.cn/?p=5783,视频：百度云盘  提取码: xg4c https://pan.baidu.com/s/19j4xEqCbwUZj2Yn2UMrN_Q,,,
['无人驾驶 (2010)'],http://www.weizhuos.cn/?p=5784,视频：百度云盘 提取码：7777 https://pan.baidu.com/s/1dkqVAKqjHkJcYqt5p3bVZQ,,,
['3096天 3096 Tage (2013)'],http://www.weizhuos.cn/?p=5785,视频：百度云盘 https://pan.baidu.com/s/1dEMyesx?fid=1047845415711904,,,
['诡梦凶铃 (2016)'],http://www.weizhuos.cn/?p=5787,视频：百度云盘  密码: y9yi https://pan.baidu.com/s/1X-O8rHo9Ng_vm1zO6R4LtA,,,
['黑暗中的陌生人 The Dark Stranger (2015)'],http://www.weizhuos.cn/?p=5788,视频：百度云盘 https://pan.baidu.com/s/1pLAkkYn,,,
['德·帕尔玛 De Palma (2015)'],http://www.weizhuos.cn/?p=5789,720p内嵌中字视频：百度云盘   密码: 5n4q https://pan.baidu.com/s/1ovyXmCsXKWzvrNCKPTW8qw,,,
['摇滚校园 The School of Rock (2003)'],http://www.weizhuos.cn/?p=5790,视频：百度云盘   https://pan.baidu.com/s/1hqTh1mW?fid=98101511303761,,,
['航班蛇患 Snakes on a Plane (2006)'],http://www.weizhuos.cn/?p=5791,视频：百度云盘 https://yun.baidu.com/s/1skZa2Zz,,,
['民兵葛二蛋\xa0(2012)'],http://www.weizhuos.cn/?p=5792,视频：百度云盘 提取码：x218  https://pan.baidu.com/s/1NY5SU8yTLmmkS0ixZeqjOA,,,
['叛谍追击 The Expatriate\xa0(2012)'],http://www.weizhuos.cn/?p=5793,视频：百度云盘 提取码：2333 https://pan.baidu.com/s/1t9qfGao8z3AyT3b_tHycJA,,,
['窃欲无罪 Sotto falso nome (2004)'],http://www.weizhuos.cn/?p=5794,,,,
['两天一夜 第三季 1박 2일 시즌3 （2014-2019）'],http://www.weizhuos.cn/?p=5795,2014.视频： 百度网盘 密码 n1e6  https://pan.baidu.com/s/1qYRKvPM,,,
['富贵黄金屋 富貴黃金屋\xa0(1992)'],http://www.weizhuos.cn/?p=5796,视频：百度云盘 提取码：3vcb  https://pan.baidu.com/s/1UIU83QRrELtXzm5z_2KGgg,,,
['歇斯底里 Hysteria (2011)'],http://www.weizhuos.cn/?p=5798,视频：百度云盘 提取码: 834w https://pan.baidu.com/s/1FDslZgo7OozFNNyWrUPKDg,,,
['迫降航班 Flight\xa0(2012)'],http://www.weizhuos.cn/?p=5799,视频：百度云盘 https://pan.baidu.com/s/1bKfxbl,,,
['再见，我的王后 Les adieux à la reine (2012)'],http://www.weizhuos.cn/?p=5801,视频：百度云盘 https://yun.baidu.com/s/1jGhEZiA,,,
['太阳马戏团：遥远的世界 Cirque du Soleil: Worlds Away (2012)'],http://www.weizhuos.cn/?p=5802,视频：百度云盘   https://pan.baidu.com/s/1dE0UkeP?fid=896951883418175,,,
['极限挑战 系列'],http://www.weizhuos.cn/?p=5804,,,,
['万能钥匙 The Skeleton Key (2005)'],http://www.weizhuos.cn/?p=5805,视频：百度云盘 提取码: mwts https://pan.baidu.com/s/1TpRgQcNix71lpeGlxOjbJg,,,
['刃牙：大擂台赛的传说 バキ 大擂台賽編\xa0(2020)'],http://www.weizhuos.cn/?p=5806,,,视频：迅雷云盘 https://pan.xunlei.com/s/VNW7vSwh0Ezp77kJhssS3rjjA1?pwd=rv8c#,
['冲浪英豪 Chasing Mavericks (2012)'],http://www.weizhuos.cn/?p=5807,视频：百度云盘 密码：07ue http://pan.baidu.com/s/1qYcX6QK,,,
['鲸奇 Big Miracle (2012)'],http://www.weizhuos.cn/?p=5808,视频：百度云盘 密码：izbi http://pan.baidu.com/s/1o79pz0A,,,
['超能失控 Chronicle (2012)'],http://www.weizhuos.cn/?p=5809,,,视频：迅雷云盘 提取码：dds4 https://pan.xunlei.com/s/VMeuvPElTMeXE2V67xHECJP7A1,
['明日化身天使 あした天使になあれ (2013)'],http://www.weizhuos.cn/?p=5810,视频：百度云盘 密码：vamf http://pan.baidu.com/s/1qYet2u4,,,
['小教父 The Outsiders (1983)'],http://www.weizhuos.cn/?p=5811,视频：百度云盘  密码: 6ead https://pan.baidu.com/s/1cnAhscJagV0LGjfU0L-odA,,,[视频]The.Outsiders.1983.720p.BRRip.XviD.AC3-RARBG.avi magnet:?xt=urn:btih:17D6CAF7891E3A0BE3796BD481B1696B365174E6
['海啸奇迹 Lo imposible (2012)'],http://www.weizhuos.cn/?p=5812,视频：百度云盘 密码: ehqh http://pan.baidu.com/s/1kVLE42z,,,
['反恐特战队之天狼\xa0(2019)'],http://www.weizhuos.cn/?p=5813,视频：百度云盘 提取码: zhuo   https://pan.baidu.com/s/1LDMjj7vIbOb0_tGlZLOgcg?pwd=zhuo,,,
['月神 La luna (1979)'],http://www.weizhuos.cn/?p=5814,,,,
['龙珠Z：复活的弗利萨 ドラゴンボールZ 復活のF (2015)'],http://www.weizhuos.cn/?p=5815,视频：百度云盘 密码:ed7d https://pan.baidu.com/s/1i49HgIp,,,
['同流者 Il conformista (1970)'],http://www.weizhuos.cn/?p=5816,视频：百度云盘 https://pan.baidu.com/s/1pLzZ6Jp,,,
['BORDER冲动：检视官比嘉美香 BORDER 衝動～検視官・比嘉ミカ～ (2017)'],http://www.weizhuos.cn/?p=5817,视频：百度云盘 密码: xfst https://pan.baidu.com/s/1kVHxCJ9,,,
['青春最好时 (2017)'],http://www.weizhuos.cn/?p=5818,视频：百度云盘 提取码：7g01  https://pan.baidu.com/s/1F-aLs1inOE_wKrFG0ceftQ,,,
['马铃薯 Spud'],http://www.weizhuos.cn/?p=5819,视频：百度云盘 https://pan.baidu.com/s/1i4rD5IX,,,
['一九零零 Novecento (1976)'],http://www.weizhuos.cn/?p=5820,视频：百度云盘 https://yun.baidu.com/s/1geXWLgv,,,
['飞哥与小佛的时空大冒险 Phineas and Ferb the Movie: Across the 2nd Dimension (2011)'],http://www.weizhuos.cn/?p=5821,视频：百度云盘 https://pan.baidu.com/s/1mggZgIO,,,
['丑闻笔记 Notes on a Scandal\xa0(2006)'],http://www.weizhuos.cn/?p=5822,视频：百度云盘 提取码: 4567  https://pan.baidu.com/s/1ICvjFByd4VRimP343BO-FQ?pwd=4567,,,
['逃离魔窟 グシャノビンヅメ (2004)'],http://www.weizhuos.cn/?p=5823,,,,
['卡米诺 Camino (2008)'],http://www.weizhuos.cn/?p=5824,视频：百度云盘   https://pan.baidu.com/s/1iIiOQ?fid=618385356296347,,,
['金氏漂流记 김씨 표류기 (2009)'],http://www.weizhuos.cn/?p=5825,视频：百度云盘   https://pan.baidu.com/s/1eSLwdiE?fid=794546417754485,,,
['大象之歌 Elephant Song (2014)'],http://www.weizhuos.cn/?p=5826,视频：百度云盘 https://pan.baidu.com/s/1pAEC6OZUrq675Ox-1psqBg,,,
['快盗鲁比 快盗ルビイ (1988)'],http://www.weizhuos.cn/?p=5827,视频：百度云盘 密码: c8t3    （Kyon2字幕组） http://pan.baidu.com/s/1boQ6P1l,,,
['双重间谍 이중간첩\xa0(2003)'],http://www.weizhuos.cn/?p=5828,,,视频：迅雷云盘  https://pan.xunlei.com/s/VNHtEuM95-GxdHmXUw4VJ5Y4A1?pwd=csdn#,
['双面特工 Breach (2007)'],http://www.weizhuos.cn/?p=5829,视频：百度云盘 密码：m8gj http://pan.baidu.com/s/1hsv4PZQ,,,
['致命录像带 V/H/S\xa0(2012)'],http://www.weizhuos.cn/?p=5830,,,,
['神雕侠侣\xa0(2014)'],http://www.weizhuos.cn/?p=5831,,,视频：迅雷云盘 提取码：ryj6 https://pan.xunlei.com/s/VN4SzERWMKrz1-8w83GjDKhDA1,
['从今以后 Hereafter (2010)'],http://www.weizhuos.cn/?p=5832,视频：百度云盘 密码：upvu http://pan.baidu.com/s/1nv2MlaL,,,
['少女洛荷 Lore (2012)'],http://www.weizhuos.cn/?p=5833,,,视频：迅雷云盘 提取码：f665 https://pan.xunlei.com/s/VMfE19x7RCOlliexZ0K_BAQzA1,
['尽善尽美 As Good as It Gets (1997)'],http://www.weizhuos.cn/?p=5834,视频：百度云盘 https://pan.baidu.com/s/1I_ILMEwiTSmKeSg-g8YLog,,,
['激辩风云 The Great Debaters (2007)'],http://www.weizhuos.cn/?p=5835,视频：百度云盘   密码: i8k7 https://pan.baidu.com/s/1kxCNDx5PutdVKIu9QX5Aag,,,
['医馆笑传2 (2016)'],http://www.weizhuos.cn/?p=5836,视频：百度云盘 提取码: hue9   https://pan.baidu.com/s/1Tgz7Esbk2ZdkmLtMBSZhtg,,,
['魔法老师 Absolutely Anything (2015)'],http://www.weizhuos.cn/?p=5837,视频：百度云盘   密码: p9ah https://pan.baidu.com/s/1FSRoXBlWEA4gSvqlm2srYg,,,
['王的男人 왕의남자 (2005)'],http://www.weizhuos.cn/?p=5838,视频：百度云盘 提取码: zhuo https://pan.baidu.com/s/10WwI5nobMkQ2yoAoqcu5hQ?pwd=zhuo,,视频：迅雷云盘 提取码：4ry8 https://pan.xunlei.com/s/VMjsparhX22G0GCdLQikATvuA1,
['埃及广场 Al midan (2013)'],http://www.weizhuos.cn/?p=5839,,,,
['花样厨神 Final Recipe (2013)'],http://www.weizhuos.cn/?p=5840,视频：百度云盘   密码: ctii https://pan.baidu.com/s/1KYwdawHURGnetlUwjz1vCw,,,
['阿曼达·诺克斯 Amanda Knox (2016)'],http://www.weizhuos.cn/?p=5841,视频：百度云盘   https://pan.baidu.com/s/1o8nlDRc?fid=604610816645030,,,
['海鲜\xa0(2001)'],http://www.weizhuos.cn/?p=5842,,,视频：迅雷云盘   https://pan.xunlei.com/s/VNOPiqADthA1lwp2Fd1i2regA1?pwd=p4zc#,
['死亡邮件 (2014)'],http://www.weizhuos.cn/?p=5843,视频：百度云盘   密码: xad4 https://pan.baidu.com/s/1D8aRRkbPIigx94Q2ZEVjOw,,,
['印第安纳波利斯号：勇者无惧 USS Indianapolis: Men of Courage (2016)'],http://www.weizhuos.cn/?p=5844,视频：百度云盘   https://pan.baidu.com/s/1hrIoW52?fid=791283206620554,,,
['猫咪物语 にゃんこ THE MOVIE\xa0(2006)'],http://www.weizhuos.cn/?p=5845,视频：百度云盘 提取码: 4567  https://pan.baidu.com/s/1lcEJJzwvGD0baRlDHE1Wvg?pwd=4567,,,
['特殊嫌疑犯 (2016)'],http://www.weizhuos.cn/?p=5846,视频：百度云盘 提取码：rpw9 https://pan.baidu.com/s/1WHqkNm-io65FKdDXcM7JvA,,,
['血战铜锣湾 (2016)'],http://www.weizhuos.cn/?p=5847,视频：百度云盘   密码: b79d https://pan.baidu.com/s/1A1b0jtb-5jhOdtsj87XRYw,,,
['复兴之路 (2010)'],http://www.weizhuos.cn/?p=5848,视频：百度云盘   密码: 8dg8 https://pan.baidu.com/s/1E685GYxHAu5q9ZCWlPyjDQ,,,
['东方红 (1965)'],http://www.weizhuos.cn/?p=5849,视频：百度云盘  密码: 4gxv https://pan.baidu.com/s/1LH6cRv9LdfO7ouAGo56sGA,,,
['遮蔽的天空 The Sheltering Sky (1990)'],http://www.weizhuos.cn/?p=5850,,,视频：迅雷云盘 提取码：4amc https://pan.xunlei.com/s/VN0WsM7yMTrEk0IxzPQfEHbmA1,
['奥菲莉娅 Ophelia\xa0(2018)'],http://www.weizhuos.cn/?p=5852,视频：百度云盘 提取码: 4567  https://pan.baidu.com/s/1NTjM3WtqVwW1IIPbdIcqMg?pwd=4567,,,
['无辜者 Les innocentes (2016)'],http://www.weizhuos.cn/?p=5853,视频：百度云盘 提取码: 3a9u https://pan.baidu.com/s/1ksoz13UhxG6RS9wKEPEsDA,,,
['其他人 Other People (2016)'],http://www.weizhuos.cn/?p=5855,视频：百度云盘   https://yun.baidu.com/s/1o8ezm8i#list/path=%2F同影%20时序版%2F同影%202016%2F其他人%202016.快门&parentPath=%2F同影%20时序版%2F同影%202016,,,
"[""秦始皇陵的惊天秘密 China's Megatomb Revealed (2016)""]",http://www.weizhuos.cn/?p=5856,视频：百度云盘   https://pan.baidu.com/s/1eSiLN3c?fid=37899766627320,,,
['夜魔人 (2016)'],http://www.weizhuos.cn/?p=5857,视频：百度云盘   密码: zt4r https://pan.baidu.com/s/1hBVNxxbw3699N-qNlTsRyg,,,
